lastname,firstname,birthDate,zodiac
Wachtler,Sol,29-04-30,Taurus
Wade,Nicholas,17-05-42,Taurus
Wadler,Joyce,02-01-48,Capricorn
Wagner,Richard,22-05-1813,Gemini
Wagner,Wolfgang,01-01-19,Capricorn
Wagoner,G_Richard_Jr,09-02-53,Aquarius
Wahid,Abdurrahman,07-09-40,Virgo
Wahlberg,Mark,05-06-71,Gemini
Wainwright,Rufus,22-07-73,Cancer
Waits,Tom,07-12-49,Sagittarius
Wakefield,Tim,02-08-66,Leo
Waksal,Samuel,08-09-47,Virgo
Walcott,Derek,23-01-30,Aquarius
Waldheim,Kurt,12-12-18,Sagittarius
Walesa,Lech,29-09-43,Libra
Walken,Christopher,31-03-43,Aries
Walker,Alice,09-02-44,Aquarius
Walker,Vaughn_R,01-01-44,Capricorn
Wallace,David_Foster,21-02-62,Pisces
Wallace,George_C,25-08-19,Virgo
Wallace,Rasheed,17-09-74,Virgo
Wallace,Rusty,14-08-56,Leo
Wallach,Eli,07-12-15,Sagittarius
Wallenberg,Raoul,04-08-13,Leo
Walsh,Donnie,01-03-41,Pisces
Walters,Barbara,25-09-29,Libra
Walters,John_P,08-02-52,Aquarius
Walton,Bill,05-11-52,Scorpio
Walton,Tony,24-10-34,Scorpio
Wang,Charles_B,19-08-44,Leo
Wang,Chien-Ming,31-03-80,Aries
Wang,Wayne,12-01-49,Capricorn
Wannstedt,Dave,21-05-52,Gemini
Warchus,Matthew,24-10-66,Scorpio
Ward,Charlie,12-10-70,Libra
Warhol,Andy,06-08-28,Leo
Warner,John_W,18-02-27,Aquarius
Warner,Kurt,22-06-71,Cancer
Warner,Mark_R,15-12-54,Sagittarius
Warren,Rick,28-01-54,Aquarius
Washington,Denzel,28-12-54,Capricorn
Washington,George,22-02-1732,Pisces
Washington,MaliVai,20-06-69,Gemini
Wasserstein,Bruce,25-12-47,Capricorn
Wasserstein,Wendy,18-10-50,Libra
Waters,Alice,28-04-44,Taurus
Waters,Maxine,15-08-38,Leo
Waterston,Sam,15-11-40,Scorpio
Watkins,Amy,01-01-73,Capricorn
Watkins,Sherron_S,28-08-59,Virgo
Watson,Bob,10-04-46,Aries
Watson,James_D,06-04-28,Aries
Watts,Andre,20-06-46,Gemini
Waugh,Evelyn,28-10-03,Scorpio
Waxman,Henry_A,12-09-39,Virgo
Wayne,John,26-05-07,Gemini
Weakland,Rembert_G,02-04-27,Aries
Weaver,Sigourney,08-10-49,Libra
Webb,James_H_Jr,09-02-46,Aquarius
Webb,Karrie,21-12-74,Sagittarius
Webber,Chris,01-03-73,Pisces
Weber,Katharine,12-11-55,Scorpio
Webster,William_H,06-03-24,Pisces
Wedgwood,Ruth,01-01-49,Capricorn
Weidman,John,25-09-46,Libra
Weill,Kurt,02-03-00,Pisces
Weill,Sanford_I,16-03-33,Pisces
Wein,George,03-10-25,Libra
Weinberger,Caspar_W,18-08-17,Leo
Weiner,Anthony_D,04-09-64,Virgo
Weiner,Tim,20-06-56,Gemini
Weingarten,Randi,18-12-57,Sagittarius
Weinstein,Bob,18-10-54,Libra
Weinstein,Harvey,19-03-52,Pisces
Weinstein,Jack_B,10-08-21,Leo
Weir,Mike,12-05-70,Taurus
Weiss,Melvyn_I,01-08-35,Leo
Weizman,Ezer,15-06-24,Gemini
Welch,John_F_Jr,19-11-35,Scorpio
Weld,William_F,31-07-45,Leo
Weldon,Fay,22-09-31,Virgo
Weller,Michael,01-01-42,Capricorn
Welles,Orson,06-05-15,Taurus
Wells,David,20-05-63,Taurus
Wellstone,Paul,21-07-44,Cancer
Welser-Most,Franz,16-08-60,Leo
Welty,Eudora,13-04-09,Aries
Wendell,Turk,19-05-67,Taurus
Wenders,Wim,14-08-45,Leo
Wenner,Jann,07-01-46,Capricorn
West,Cornel,02-06-53,Gemini
West,Jason,26-03-77,Aries
West,Kanye,08-06-77,Gemini
West,Mae,17-08-1893,Leo
Westheimer,Ruth,04-06-28,Gemini
Westin,David,29-07-52,Leo
Weston,Edward,24-03-1886,Aries
Westwood,Vivienne,08-04-41,Aries
Wetherell,W_D,01-01-48,Capricorn
Wetteland,John,21-08-66,Leo
Wharton,Edith,24-01-1862,Aquarius
Wheatcroft,Geoffrey,23-12-45,Capricorn
Wheatley,Tyrone,19-01-72,Capricorn
Wheeldon,Christopher,22-03-73,Aries
White,Reggie,19-12-61,Sagittarius
White,Rondell,23-02-72,Pisces
White,Stanford,09-11-1853,Scorpio
White,Thomas_E,14-12-43,Sagittarius
Whiteread,Rachel,20-04-63,Aries
Whiting,Margaret,22-07-24,Cancer
Whitman,Christine_Todd,26-09-46,Libra
Whitman,Margaret_C,04-08-56,Leo
Whitman,Walt,31-05-1819,Gemini
Whitney,Marylou,24-12-25,Capricorn
Wickremesinghe,Ranil,24-03-49,Aries
Wideman,John_Edgar,14-06-41,Gemini
Wie,Michelle,11-10-89,Libra
Wiesel,Elie,09-09-28,Virgo
Wieseltier,Leon,14-06-52,Gemini
Wiest,Dianne,28-03-48,Aries
Wigand,Jeffrey,17-12-42,Sagittarius
Wilde,Oscar,16-10-1854,Libra
Wilder,Billy,22-06-06,Cancer
Wilder,Thornton,17-04-1897,Aries
Wildhorn,Frank,29-11-59,Sagittarius
Wilentz,Robert_N,17-02-27,Aquarius
Wilentz,Sean,20-02-51,Pisces
Wilford,John_Noble,04-10-33,Libra
Wilkens,Lenny,28-10-37,Scorpio
Wilkerson,Isabel,01-01-61,Capricorn
Will,George_F,04-05-41,Taurus
Williams,Anthony_A,28-07-51,Leo
Williams,Armstrong,05-02-59,Aquarius
Williams,Bernie,13-09-68,Virgo
Williams,Brian,05-05-59,Taurus
Williams,Buck,08-03-60,Pisces
Williams,Charles_Andrew,08-02-86,Aquarius
Williams,Erik,07-09-68,Virgo
Williams,Jayson,22-02-68,Pisces
Williams,John,08-02-32,Aquarius
Williams,Lucinda,26-01-53,Aquarius
Williams,Ricky,21-05-77,Gemini
Williams,Robin,21-07-51,Cancer
Williams,Rowan,14-06-50,Gemini
Williams,Ted,30-08-18,Virgo
Williams,Tennessee,26-03-11,Aries
Williams,Venus,17-06-80,Gemini
Williams,Willie_L,01-10-43,Libra
Willingham,Tyrone,30-12-53,Capricorn
Willis,Bruce,19-03-55,Pisces
Wills,Garry,22-05-34,Gemini
Wilmut,Ian,07-07-44,Cancer
Wilpon,Fred,20-11-36,Scorpio
Wilson,A_N,27-10-50,Scorpio
Wilson,August,27-04-45,Taurus
Wilson,Brian,20-06-42,Gemini
Wilson,Cassandra,04-12-55,Sagittarius
Wilson,Edward_O,10-06-29,Gemini
Wilson,James_Q,27-05-31,Gemini
Wilson,Joseph_C_4TH,06-11-49,Scorpio
Wilson,Lanford,13-04-37,Aries
Wilson,Mookie,09-02-56,Aquarius
Wilson,Owen,18-11-68,Scorpio
Wilson,Pete,23-08-33,Virgo
Wilson,Ronell,04-05-82,Taurus
Wilson,William_Julius,20-12-35,Sagittarius
Wilson,Woodrow,28-12-1856,Capricorn
Winchester,Simon,28-09-44,Libra
Winehouse,Amy,14-09-83,Virgo
Wines,Michael,03-06-51,Gemini
Winfrey,Oprah,29-01-54,Aquarius
Winnick,Gary,01-01-47,Capricorn
Winslet,Kate,05-10-75,Libra
Winterbottom,Michael,29-03-61,Aries
Wiseman,Frederick,01-01-30,Capricorn
Witt,James_Lee,06-01-44,Capricorn
Wolf,Dick,20-12-46,Sagittarius
Wolf,Stephen_M,01-01-41,Capricorn
Wolfe,Alan,01-01-42,Capricorn
Wolfe,George_C,23-09-54,Virgo
Wolfe,Tom,02-03-31,Pisces
Wolfensohn,James_D,01-12-33,Sagittarius
Wolff,Tobias,19-06-45,Gemini
Wolfowitz,Paul_D,22-12-43,Capricorn
Wolin,Alfred_M,01-01-32,Capricorn
Wonder,Stevie,13-05-50,Taurus
Woodforde,Mark,23-09-65,Virgo
Woods,James,18-04-47,Aries
Woods,Tiger,30-12-75,Capricorn
Woodward,Bob,26-03-43,Aries
Woodward,Joanne,27-02-30,Pisces
Woodward,Louise,28-02-78,Pisces
Woolf,Virginia,25-01-1882,Aquarius
Worth,Irene,23-06-16,Cancer
Worthington,Christa,23-12-56,Capricorn
Wright,Frank_Lloyd,08-06-1867,Gemini
Wright,Jeremiah_A_Jr,22-09-41,Virgo
Wright,Robert_C,01-01-43,Capricorn
Wright,Susan_Webber,01-01-48,Capricorn
Wu,Harry,01-01-37,Capricorn
Wuerffel,Danny,27-05-74,Gemini
Wuorinen,Charles,09-06-38,Gemini
Wyden,Ron,03-05-49,Taurus
Wyeth,Andrew,12-07-17,Cancer
Wyly,Sam,04-10-34,Libra
Yagudin,Aleksei,18-03-80,Pisces
Yamamoto,Yohji,03-10-43,Libra
Yanukovich,Viktor_F,09-07-50,Cancer
Yardley,Jim,18-06-64,Gemini
Yassin,Ahmed,01-01-37,Capricorn
Yassky,David,03-03-64,Pisces
Yates,Andrea,02-07-64,Cancer
Yavlinsky,Grigory_A,10-04-52,Aries
Yeats,William_Butler,13-06-1865,Gemini
Yee,James_J,01-01-68,Capricorn
Yoo,John_C,10-07-67,Cancer
Yoshii,Masato,20-04-65,Aries
Young,Don,09-06-33,Gemini
Young,Neil,12-11-45,Scorpio
Yousef,Ramzi_Ahmed,20-05-67,Taurus
Yudhoyono,Susilo_Bambang,09-09-49,Virgo
Yushchenko,Viktor,23-02-54,Pisces
Yzerman,Steve,09-05-65,Taurus
Zahir_Shah,Mohammed,15-10-14,Libra
Zahn,Paula,24-02-56,Pisces
,Zaidi,Muntader_al-,15-01-79,Capricorn
Zakaria,Fareed,20-01-64,Capricorn
Zaks,Jerry,07-09-46,Virgo
Zambello,Francesca,24-08-56,Virgo
Zander,Edward_J,12-01-47,Capricorn
Zapatero,Jose_Luis_Rodriguez,04-08-60,Leo
Zappa,Frank,21-12-40,Sagittarius
Zarb,Frank_G,17-02-35,Aquarius
Zardari,Asif_Ali,26-07-55,Leo
,Zarqawi,Abu_Musab_al-,30-10-66,Scorpio
Zebari,Hoshyar,01-01-53,Capricorn
Zedillo,Ernesto,27-12-51,Capricorn
Zeffirelli,Franco,12-02-23,Aquarius
Zeile,Todd,09-09-65,Virgo
Zell,Samuel,28-09-41,Libra
Zellweger,Renee,25-04-69,Taurus
Zemeckis,Robert,14-05-52,Taurus
Zeroual,Liamine,03-07-41,Cancer
Zeta-Jones,Catherine,25-09-69,Libra
Zetsche,Dieter,05-05-53,Taurus
Zhirinovsky,Vladimir_V,25-04-46,Taurus
Zia,Khaleda,15-08-46,Leo
Zimerman,Krystian,05-12-56,Sagittarius
Zimmer,Don,17-01-31,Capricorn
Zimmerman,Mary,23-08-60,Virgo
Zinman,David,09-07-36,Cancer
Zinni,Anthony_C,17-09-43,Virgo
Zito,Barry,13-05-78,Taurus
Zito,Nick,06-02-48,Aquarius
Zoeller,Fuzzy,11-11-51,Scorpio
Zoellick,Robert_B,25-07-53,Leo
Zongo,Ousmane,01-01-60,Capricorn
Zorn,John,02-09-53,Virgo
Zubaydah,Abu,12-03-71,Pisces
Zucker,Jeff,09-04-65,Aries
Zuckerman,Mortimer_B,04-06-37,Gemini
Zukerman,Pinchas,16-07-48,Cancer
Zuma,Jacob_G,12-04-42,Aries
Zwick,Edward,08-10-52,Libra
Zwilich,Ellen_Taaffe,30-04-39,Taurus
